title,speaker,calling,calling_original,year,season,url
53 day he went to his assignment. He came home...,Thorpe B. Isaacson,Bishop Thorpe B. Isaacson,Bishop Thorpe B. Isaacson,1955,October,https://archive.org/details/conferencereport1955sa
Of the Council of the Twelve Apostles Second Day I...,Harold B. Lee,Elder Harold B. Lee,Elder Harold B. Lee,1955,October,https://archive.org/details/conferencereport1955sa
"57 Blessed are ye, when men shall revile you, and...",Harold B. Lee,Elder Harold B. Lee,Elder Harold B. Lee,1955,October,https://archive.org/details/conferencereport1955sa
"Of the Council of the Twelve Apostles was surely pleased,...",Mark E. Petersen,Elder Mark E. Petersen,Elder Mark E. Petersen,1955,October,https://archive.org/details/conferencereport1955sa
"59 Church, and I love their faith. As I visit...",Mark E. Petersen,Elder Mark E. Petersen,Elder Mark E. Petersen,1955,October,https://archive.org/details/conferencereport1955sa
61 Then I took from my bookcase a little book...,Mark E. Petersen,Elder Mark E. Petersen,Elder Mark E. Petersen,1955,October,https://archive.org/details/conferencereport1955sa
Patriarch to the Church Y BROTHERS AND SISTERS: It *...,Eldred G. Smith,Elder Eldred G. Smith,Elder Eldred G. Smith,1955,October,https://archive.org/details/conferencereport1955sa
63 was assigned to the branch at the same time...,Eldred G. Smith,Elder Eldred G. Smith,Elder Eldred G. Smith,1955,October,https://archive.org/details/conferencereport1955sa
Of the First Council of the Seventy |Y dear brethren...,Milton R. Hunter,Elder Milton R. Hunter,Elder Milton R. Hunter,1955,October,https://archive.org/details/conferencereport1955sa
65 And so the Nephite records were written and preserved...,Milton R. Hunter,Elder Milton R. Hunter,Elder Milton R. Hunter,1955,October,https://archive.org/details/conferencereport1955sa
"67 ciple of the gospel of Jesus Christ, setting forth...",Milton R. Hunter,Elder Milton R. Hunter,Elder Milton R. Hunter,1955,October,https://archive.org/details/conferencereport1955sa
69 After the singing Bishop Carl W. Buehner will speak...,Carl W. Buehner,Bishop Carl W. Buehner,Bishop Carl W. Buehner,1955,October,https://archive.org/details/conferencereport1955sa
Second Counselor in the Presiding Bishopric ■ y dear brethren...,Carl W. Buehner,Bishop Carl W. Buehner,Bishop Carl W. Buehner,1955,October,https://archive.org/details/conferencereport1955sa
"71 about this Church? First, their clearcut statement of faith....",Carl W. Buehner,Bishop Carl W. Buehner,Bishop Carl W. Buehner,1955,October,https://archive.org/details/conferencereport1955sa
Of the Council of the Twelve Apostles IWIII11WIBMY BROTHERS AND...,Spencer W. Kimball,Elder Spencer W. Kimball,Elder Spencer W. Kimball,1955,October,https://archive.org/details/conferencereport1955sa
75 we hardly knew it. We went right on eating...,Spencer W. Kimball,Elder Spencer W. Kimball,Elder Spencer W. Kimball,1955,October,https://archive.org/details/conferencereport1955sa
79 the third thought — years rush by us like...,Spencer W. Kimball,Elder Spencer W. Kimball,Elder Spencer W. Kimball,1955,October,https://archive.org/details/conferencereport1955sa
President of the Emigration Stake l Y BELOVED BRETHREN of...,Thomas W. Muir,Elder Thomas W. Muir,Elder Thomas W. Muir,1955,October,https://archive.org/details/conferencereport1955sa
81 I believe this matter of reverence is a personal...,Thomas W. Muir,Elder Thomas W. Muir,Elder Thomas W. Muir,1955,October,https://archive.org/details/conferencereport1955sa
"President of the South Ogden Stake | Y DEAR BRETHREN,...","William J. Critchlow, Jr","Elder William J. Critchlow, Jr","Elder William J. Critchlow, Jr",1955,October,https://archive.org/details/conferencereport1955sa
Second Counselor in the First Presidency ■ y brethren: We...,"J. Reuben Clark, Jr","President J. Reuben Clark, Jr","President J. Reuben Clark, Jr",1955,October,https://archive.org/details/conferencereport1955sa
First Counselor in the First Presidency few years ago I...,Stephen Richards,President Stephen Richards,President Stephen Richards,1955,October,https://archive.org/details/conferencereport1955sa
First Counselor in the First Presidency y dear brethren and...,Stephen Richards,President Stephen Richards,President Stephen Richards,1955,October,https://archive.org/details/conferencereport1955sa
97 successfully to perform these labors of wisdom and love....,Stephen Richards,President Stephen Richards,President Stephen Richards,1955,October,https://archive.org/details/conferencereport1955sa
99 I think these messages are furnishing a pattern that...,Stephen Richards,President Stephen Richards,President Stephen Richards,1955,October,https://archive.org/details/conferencereport1955sa
Of the Council of the Twelve Apostles ~™ Y dear...,George Q. Morris,Elder George Q. Morris,Elder George Q. Morris,1955,October,https://archive.org/details/conferencereport1955sa
Of the First Council of the Seventy I ast evening...,S. Dilworth Young,Elder S. Dilworth Young,Elder S. Dilworth Young,1955,October,https://archive.org/details/conferencereport1955sa
105 also bear its witness to you as you get...,S. Dilworth Young,Elder S. Dilworth Young,Elder S. Dilworth Young,1955,October,https://archive.org/details/conferencereport1955sa
Of the Council of the Twelve Apostles |r beloved brethren...,Ezra Taft Benson,Elder Ezra Taft Benson,Elder Ezra Taft Benson,1955,October,https://archive.org/details/conferencereport1955sa
107 and the other members of the Presidency that Sister...,Ezra Taft Benson,Elder Ezra Taft Benson,Elder Ezra Taft Benson,1955,October,https://archive.org/details/conferencereport1955sa
"Second Counselor in the First Presidency President J. Reuben Clark,...","J. Reuben Clark, Jr","President J. Reuben Clark, Jr","President J. Reuben Clark, Jr",1955,October,https://archive.org/details/conferencereport1955sa
Of the First Council of the Seventy | Y BRETHREN...,Antoine R. Ivins,Elder Antoine R. Ivins,Elder Antoine R. Ivins,1955,October,https://archive.org/details/conferencereport1955sa
"115 year up to the present, as we have ministered...",Antoine R. Ivins,Elder Antoine R. Ivins,Elder Antoine R. Ivins,1955,October,https://archive.org/details/conferencereport1955sa
Of the Council of the Twelve Apostles his has been...,Adam S. Bennion,Elder Adam S. Bennion,Elder Adam S. Bennion,1955,October,https://archive.org/details/conferencereport1955sa
119 of you to remember that six hundred people lost...,Adam S. Bennion,Elder Adam S. Bennion,Elder Adam S. Bennion,1955,October,https://archive.org/details/conferencereport1955sa
Assistant to the Council of the Twelve Apostles am so...,Elray L. Christiansen,Elder Elray L. Christiansen,Elder Elray L. Christiansen,1955,October,https://archive.org/details/conferencereport1955sa
Of the Council of the Twelve Apostles Jy beloved brothers...,Marion G. Romney,Elder Marion G. Romney,Elder Marion G. Romney,1955,October,https://archive.org/details/conferencereport1955sa
Assistant to the Council of the Twelve Apostles Third Dan...,Clifford E. Young,Elder Clifford E. Young,Elder Clifford E. Young,1955,October,https://archive.org/details/conferencereport1955sa
"127 Thus it is with us, my brethren and sisters,...",Oscar A. Kirkham,Elder Oscar A. Kirkham,Elder Oscar A. Kirkham,1955,October,https://archive.org/details/conferencereport1955sa
Of the First Council of the Seventy | pray for...,Oscar A. Kirkham,Elder Oscar A. Kirkham,Elder Oscar A. Kirkham,1955,October,https://archive.org/details/conferencereport1955sa
to your mind at once if you are wounded or...,David O. McKay,President David O. McKay,President David O. McKay,1956,April,https://archive.org/details/conferencereport1956a
"Presiding Bishop of the Church President McKay, President Richards, President...",Joseph L. Wirthlin,Bishop Joseph L. Wirthlin,Bishop Joseph L. Wirthlin,1956,April,https://archive.org/details/conferencereport1956a
13 President David O. McKay: Before Elder Sill speaks to...,Sterling W. Sill,Elder Sterling W. Sill,Elder Sterling W. Sill,1956,April,https://archive.org/details/conferencereport1956a
Assistant to the Council of the Twelve Apostles I ast...,Sterling W. Sill,Elder Sterling W. Sill,Elder Sterling W. Sill,1956,April,https://archive.org/details/conferencereport1956a
Of the First Council of the Seventy In these few...,Oscar A. Kirkham,Elder Oscar A. Kirkham,Elder Oscar A. Kirkham,1956,April,https://archive.org/details/conferencereport1956a
Of the First Council of the Seventy First Day President...,Levi Edgar Young,Elder Levi Edgar Young,Elder Levi Edgar Young,1956,April,https://archive.org/details/conferencereport1956a
Patriarch to the Church 1 appreciate the prayers that have...,Eldred G. Smith,Elder Eldred G. Smith,Elder Eldred G. Smith,1956,April,https://archive.org/details/conferencereport1956a
Second Counselor in the First Presidency MY BROTHERS AND SISTERS:...,"J. Reuben Clark, Jr","President J. Reuben Clark, Jr","President J. Reuben Clark, Jr",1956,April,https://archive.org/details/conferencereport1956a
"Of the Council of the Twelve Apostles President McKay, my...",Adam S. Bennion,Elder Adam S. Bennion,Elder Adam S. Bennion,1956,April,https://archive.org/details/conferencereport1956a
"43 able to say that the more I have studied,...",Richard L. Evans,Elder Richard L. Evans,Elder Richard L. Evans,1956,April,https://archive.org/details/conferencereport1956a
Of the Council of the Twelve Apostles 1 suppose that...,Richard L. Evans,Elder Richard L. Evans,Elder Richard L. Evans,1956,April,https://archive.org/details/conferencereport1956a
45 decisions of life and move on to those great...,John Longden,Elder John Longden,Elder John Longden,1956,April,https://archive.org/details/conferencereport1956a
Assistant to the Council of the Twelve Apostles I have...,John Longden,Elder John Longden,Elder John Longden,1956,April,https://archive.org/details/conferencereport1956a
47 extending unto him our gratitude. I know that he...,Thorpe B. Isaacson,Bishop Thorpe B. Isaacson,Bishop Thorpe B. Isaacson,1956,April,https://archive.org/details/conferencereport1956a
"First Counselor in the Presiding Bishopric President McKay, President Richards,...",Thorpe B. Isaacson,Bishop Thorpe B. Isaacson,Bishop Thorpe B. Isaacson,1956,April,https://archive.org/details/conferencereport1956a
Of the First Council of the Seventy My dear brethren...,Milton R. Hunter,Elder Milton R. Hunter,Elder Milton R. Hunter,1956,April,https://archive.org/details/conferencereport1956a
49 all nations; and then shall the end come. (Matt....,Milton R. Hunter,Elder Milton R. Hunter,Elder Milton R. Hunter,1956,April,https://archive.org/details/conferencereport1956a
Of the Council of the Twelve Apostles First I should...,Delbert L. Stapley,Elder Delbert L. Stapley,Elder Delbert L. Stapley,1956,April,https://archive.org/details/conferencereport1956a
55 Lord and the restoration of promised blessings as members...,Delbert L. Stapley,Elder Delbert L. Stapley,Elder Delbert L. Stapley,1956,April,https://archive.org/details/conferencereport1956a
57 to lose ground and permits others to become more...,Delbert L. Stapley,Elder Delbert L. Stapley,Elder Delbert L. Stapley,1956,April,https://archive.org/details/conferencereport1956a
Of the Council of the Twelve Apostles My dear brethren...,Joseph Fielding Smith,President Joseph Fielding Smith,President Joseph Fielding Smith,1956,April,https://archive.org/details/conferencereport1956a
"Of the Council of the Twelve Apostles I, like Elder...",Henry D. Moyle,Elder Henry D. Moyle,Elder Henry D. Moyle,1956,April,https://archive.org/details/conferencereport1956a
"63 my brethren and sisters, and to the world, that...",Alma Sonne,Elder Alma Sonne,Elder Alma Sonne,1956,April,https://archive.org/details/conferencereport1956a
Assistant to the Council of the Twelve Apostles MY BRETHREN...,Alma Sonne,Elder Alma Sonne,Elder Alma Sonne,1956,April,https://archive.org/details/conferencereport1956a
Second Counselor in the Presiding Bishopric It is truly a...,Carl W. Buehner,Bishop Carl W. Buehner,Bishop Carl W. Buehner,1956,April,https://archive.org/details/conferencereport1956a
"67 this."" In spite of the fact that this girl...",Carl W. Buehner,Bishop Carl W. Buehner,Bishop Carl W. Buehner,1956,April,https://archive.org/details/conferencereport1956a
"Of the Council of the Twelve Apostles With you, my...",Marion G. Romney,Elder Marion G. Romney,Elder Marion G. Romney,1956,April,https://archive.org/details/conferencereport1956a
71 177. Distinguishing Between the Manifestations of the Spirit and...,Marion G. Romney,Elder Marion G. Romney,Elder Marion G. Romney,1956,April,https://archive.org/details/conferencereport1956a
"73 (2) Of an interview with a Mr. Matthias, the...",Marion G. Romney,Elder Marion G. Romney,Elder Marion G. Romney,1956,April,https://archive.org/details/conferencereport1956a
75 this is the first time in the history of...,Mark E. Petersen,Elder Mark E. Petersen,Elder Mark E. Petersen,1956,April,https://archive.org/details/conferencereport1956a
77 Isn't that a beautiful poster? The entire approach is...,Mark E. Petersen,Elder Mark E. Petersen,Elder Mark E. Petersen,1956,April,https://archive.org/details/conferencereport1956a
"79 this: ""Great and wise men and women of all...",S. Dilworth Young,Elder S. Dilworth Young,Elder S. Dilworth Young,1956,April,https://archive.org/details/conferencereport1956a
Of the First Council of the Seventy 1 cannot express...,S. Dilworth Young,Elder S. Dilworth Young,Elder S. Dilworth Young,1956,April,https://archive.org/details/conferencereport1956a
Second Counselor in the First Presidency My brethren: Again in...,"J. Reuben Clark, Jr","President J. Reuben Clark, Jr","President J. Reuben Clark, Jr",1956,April,https://archive.org/details/conferencereport1956a
"83 ""While I was with them in the world, I...",Stephen Richards,President Stephen Richards,President Stephen Richards,1956,April,https://archive.org/details/conferencereport1956a
First Counselor in the First Presidency I might well have...,Stephen Richards,President Stephen Richards,President Stephen Richards,1956,April,https://archive.org/details/conferencereport1956a
First Counselor in the First Presidency In the spirit of...,Stephen Richards,President Stephen Richards,President Stephen Richards,1956,April,https://archive.org/details/conferencereport1956a
"93 way off, his father saw him, and had compassion,...",Stephen Richards,President Stephen Richards,President Stephen Richards,1956,April,https://archive.org/details/conferencereport1956a
Of the Council of the Twelve Apostles As i occupy...,Legrand Richards,Elder Legrand Richards,Elder Legrand Richards,1956,April,https://archive.org/details/conferencereport1956a
95 I thought since the announcement has been made that...,Legrand Richards,Elder Legrand Richards,Elder Legrand Richards,1956,April,https://archive.org/details/conferencereport1956a
97 truths declared by the restoration of the gospel through...,Legrand Richards,Elder Legrand Richards,Elder Legrand Richards,1956,April,https://archive.org/details/conferencereport1956a
Of the First Council of the Seventy Ineed the inspiration...,Marion D. Hanks,Elder Marion D. Hanks,Elder Marion D. Hanks,1956,April,https://archive.org/details/conferencereport1956a
Of the First Council of the Seventy My beloved brethren...,Antoine R. Ivins,Elder Antoine R. Ivins,Elder Antoine R. Ivins,1956,April,https://archive.org/details/conferencereport1956a
101 bear testimony to every thought which has been delivered...,Antoine R. Ivins,Elder Antoine R. Ivins,Elder Antoine R. Ivins,1956,April,https://archive.org/details/conferencereport1956a
Assistant to the Council of the Twelve Apostles 1 wonder...,Hugh B. Brown,Elder Hugh B. Brown,Elder Hugh B. Brown,1956,April,https://archive.org/details/conferencereport1956a
105 A distillation of what is peculiarly American in America...,Hugh B. Brown,Elder Hugh B. Brown,Elder Hugh B. Brown,1956,April,https://archive.org/details/conferencereport1956a
"107 note that accompanied it, I read ""Grown in my...",Harold B. Lee,Elder Harold B. Lee,Elder Harold B. Lee,1956,April,https://archive.org/details/conferencereport1956a
Of the Council of the Twelve Apostles Several days ago...,Harold B. Lee,Elder Harold B. Lee,Elder Harold B. Lee,1956,April,https://archive.org/details/conferencereport1956a
"109 righteousness, they are against this thing called sin. What...",Harold B. Lee,Elder Harold B. Lee,Elder Harold B. Lee,1956,April,https://archive.org/details/conferencereport1956a
111 of the Holy Ghost gives us the right to...,George Q. Morris,Elder George Q. Morris,Elder George Q. Morris,1956,April,https://archive.org/details/conferencereport1956a
"Of the Council of the Twelve Apostles ""y dear brethren...",George Q. Morris,Elder George Q. Morris,Elder George Q. Morris,1956,April,https://archive.org/details/conferencereport1956a
"113 the Firstborn among all the children of God, dying...",Elray L. Christiansen,Elder Elray L. Christiansen,Elder Elray L. Christiansen,1956,April,https://archive.org/details/conferencereport1956a
Assistant to the Council of the Twelve Apostles The wonderful...,Elray L. Christiansen,Elder Elray L. Christiansen,Elder Elray L. Christiansen,1956,April,https://archive.org/details/conferencereport1956a
"115 Rejoiceth not in iniquity, but rejoiceth in the truth;...",Clifford E. Young,Elder Clifford E. Young,Elder Clifford E. Young,1956,April,https://archive.org/details/conferencereport1956a
Assistant to the Council of the Twelve Apostles Someone suggested...,Clifford E. Young,Elder Clifford E. Young,Elder Clifford E. Young,1956,April,https://archive.org/details/conferencereport1956a
Of the Council of the Twelve Apostles Third Day My...,Spencer W. Kimball,Elder Spencer W. Kimball,Elder Spencer W. Kimball,1956,April,https://archive.org/details/conferencereport1956a
"119 comely red, his nose and mouth are exactly formed;...",Spencer W. Kimball,Elder Spencer W. Kimball,Elder Spencer W. Kimball,1956,April,https://archive.org/details/conferencereport1956a
Of the Council of the Twelve Apostles At this season...,Joseph Fielding Smith,President Joseph Fielding Smith,President Joseph Fielding Smith,1956,April,https://archive.org/details/conferencereport1956a
Assistant to the Council of the Twelve Apostles MY BRETHREN...,Clifford E. Young,Elder Clifford E. Young,Elder Clifford E. Young,1956,October,https://archive.org/details/conferencereport1956sa
"and entered with them into the temple, walking and leaping,...",Clifford E. Young,Elder Clifford E. Young,Elder Clifford E. Young,1956,October,https://archive.org/details/conferencereport1956sa
"First Counselor in the Presiding Bishopric President McKay, President Richards,...",Thorpe B. Isaacson,Bishop Thorpe B. Isaacson,Bishop Thorpe B. Isaacson,1956,October,https://archive.org/details/conferencereport1956sa
11 those who attend the sessions of the general conferences...,Thorpe B. Isaacson,Bishop Thorpe B. Isaacson,Bishop Thorpe B. Isaacson,1956,October,https://archive.org/details/conferencereport1956sa
"13 your destination. But, ""lean not on thine own understanding.""...",Marion D. Hanks,Elder Marion D. Hanks,Elder Marion D. Hanks,1956,October,https://archive.org/details/conferencereport1956sa
Of the First Council of the Seventy The gospel of...,Marion D. Hanks,Elder Marion D. Hanks,Elder Marion D. Hanks,1956,October,https://archive.org/details/conferencereport1956sa
Of the Council of the Twelve Apostles My beloved brethren...,Marion G. Romney,Elder Marion G. Romney,Elder Marion G. Romney,1956,October,https://archive.org/details/conferencereport1956sa
17 The Prophet Joseph Smith in his day over and...,Marion G. Romney,Elder Marion G. Romney,Elder Marion G. Romney,1956,October,https://archive.org/details/conferencereport1956sa
"19 excepting two, who are detained at home because of...",Joseph Fielding Smith,President Joseph Fielding Smith,President Joseph Fielding Smith,1956,October,https://archive.org/details/conferencereport1956sa
Of the Council of the Twelve Apostles Isa witness to...,Joseph Fielding Smith,President Joseph Fielding Smith,President Joseph Fielding Smith,1956,October,https://archive.org/details/conferencereport1956sa
"21 ""In the Spirit of Christ who hath said follow...",Joseph Fielding Smith,President Joseph Fielding Smith,President Joseph Fielding Smith,1956,October,https://archive.org/details/conferencereport1956sa
"25 And it shall come to pass that my people,...",Legrand Richards,Elder Legrand Richards,Elder Legrand Richards,1956,October,https://archive.org/details/conferencereport1956sa
Of the First Council of the Seventy I pray for...,Oscar A. Kirkham,Elder Oscar A. Kirkham,Elder Oscar A. Kirkham,1956,October,https://archive.org/details/conferencereport1956sa
"27 Wherefore the children of Israel shall keep the sabbath,...",Oscar A. Kirkham,Elder Oscar A. Kirkham,Elder Oscar A. Kirkham,1956,October,https://archive.org/details/conferencereport1956sa
Assistant to the Council of the Twelve Apostles 1 stand...,Elray L. Christiansen,Elder Elray L. Christiansen,Elder Elray L. Christiansen,1956,October,https://archive.org/details/conferencereport1956sa
"that peace of mind here, and gain eternal life hereafter....",Elray L. Christiansen,Elder Elray L. Christiansen,Elder Elray L. Christiansen,1956,October,https://archive.org/details/conferencereport1956sa
"Of the Council of the Twelve Apostles President McKay, and...",Adam S. Bennion,Elder Adam S. Bennion,Elder Adam S. Bennion,1956,October,https://archive.org/details/conferencereport1956sa
First Counselor in the First Presidency I shall be deeply...,Stephen Richards,President Stephen Richards,President Stephen Richards,1956,October,https://archive.org/details/conferencereport1956sa
"43 and his people. I question if, however, except with...",Stephen Richards,President Stephen Richards,President Stephen Richards,1956,October,https://archive.org/details/conferencereport1956sa
"45 his prophet, chosen to bring the complete gospel to...",George Q. Morris,Elder George Q. Morris,Elder George Q. Morris,1956,October,https://archive.org/details/conferencereport1956sa
Of the Council of the Twelve Apostles My dear brethren...,George Q. Morris,Elder George Q. Morris,Elder George Q. Morris,1956,October,https://archive.org/details/conferencereport1956sa
"47 ... in the language of Adam, Man of Holiness...",George Q. Morris,Elder George Q. Morris,Elder George Q. Morris,1956,October,https://archive.org/details/conferencereport1956sa
Of the First Council of the Seventy My beloved brethren...,Antoine R. Ivins,Elder Antoine R. Ivins,Elder Antoine R. Ivins,1956,October,https://archive.org/details/conferencereport1956sa
Assistant to the Council of the Twelve Apostles In the...,John Longden,Elder John Longden,Elder John Longden,1956,October,https://archive.org/details/conferencereport1956sa
Of the Council of the Twelve Apostles My beloved brothers...,Spencer W. Kimball,Elder Spencer W. Kimball,Elder Spencer W. Kimball,1956,October,https://archive.org/details/conferencereport1956sa
53 born in hospitals; sanitation is being taught; and the...,Spencer W. Kimball,Elder Spencer W. Kimball,Elder Spencer W. Kimball,1956,October,https://archive.org/details/conferencereport1956sa
55 where they are bathed and shampooed and made ready...,Spencer W. Kimball,Elder Spencer W. Kimball,Elder Spencer W. Kimball,1956,October,https://archive.org/details/conferencereport1956sa
57 and reservation officials were also approached. The petition read:...,Spencer W. Kimball,Elder Spencer W. Kimball,Elder Spencer W. Kimball,1956,October,https://archive.org/details/conferencereport1956sa
Of the Council of the Twelve Apostles This afternoon I...,Harold B. Lee,Elder Harold B. Lee,Elder Harold B. Lee,1956,October,https://archive.org/details/conferencereport1956sa
"61 would be called a millennial reign, which would commence...",Harold B. Lee,Elder Harold B. Lee,Elder Harold B. Lee,1956,October,https://archive.org/details/conferencereport1956sa
63 I suppose some might think it presumptuous if I...,Sterling W. Sill,Elder Sterling W. Sill,Elder Sterling W. Sill,1956,October,https://archive.org/details/conferencereport1956sa
Assistant to the Council of the Twelve Apostles A great...,Sterling W. Sill,Elder Sterling W. Sill,Elder Sterling W. Sill,1956,October,https://archive.org/details/conferencereport1956sa
65 life for the privilege of being born and having...,Sterling W. Sill,Elder Sterling W. Sill,Elder Sterling W. Sill,1956,October,https://archive.org/details/conferencereport1956sa
Of the First Council of the Seventy Yesterday there was...,S. Dilworth Young,Elder S. Dilworth Young,Elder S. Dilworth Young,1956,October,https://archive.org/details/conferencereport1956sa
67 of God to hearken unto you more than unto...,S. Dilworth Young,Elder S. Dilworth Young,Elder S. Dilworth Young,1956,October,https://archive.org/details/conferencereport1956sa
"Presiding Bishop of the Church My beloved brethren and sisters,...",Joseph L. Wirthlin,Bishop Joseph L. Wirthlin,Bishop Joseph L. Wirthlin,1956,October,https://archive.org/details/conferencereport1956sa
Of the Council of the Twelve Apostles Although I am...,Mark E. Petersen,Elder Mark E. Petersen,Elder Mark E. Petersen,1956,October,https://archive.org/details/conferencereport1956sa
"73 girls, some of whom were fifteen and sixteen and...",Mark E. Petersen,Elder Mark E. Petersen,Elder Mark E. Petersen,1956,October,https://archive.org/details/conferencereport1956sa
"Patriarch to the Church Icome before you, brothers and sisters,...",Eldred G. Smith,Elder Eldred G. Smith,Elder Eldred G. Smith,1956,October,https://archive.org/details/conferencereport1956sa
"Of the Council of the Twelve Apostles Brethren, two or...",Mark E. Petersen,Elder Mark E. Petersen,Elder Mark E. Petersen,1956,October,https://archive.org/details/conferencereport1956sa
79 entire Church will likewise support it. We have been...,Mark E. Petersen,Elder Mark E. Petersen,Elder Mark E. Petersen,1956,October,https://archive.org/details/conferencereport1956sa
81 the service men. It was disheartening indeed to find...,Mark E. Petersen,Elder Mark E. Petersen,Elder Mark E. Petersen,1956,October,https://archive.org/details/conferencereport1956sa
"First Counselor in the First Presidency M [y dear brethren,...",Stephen Richards,President Stephen Richards,President Stephen Richards,1956,October,https://archive.org/details/conferencereport1956sa
87 Experience has taught us that it is not wise...,Stephen Richards,President Stephen Richards,President Stephen Richards,1956,October,https://archive.org/details/conferencereport1956sa
"noblest solitude, and to the noblest society."" We have other...",David O. McKay,President David O. McKay,President David O. McKay,1956,October,https://archive.org/details/conferencereport1956sa
"93 President Daryl Chase, President of the Utah State Agricultural...","J. Reuben Clark, Jr","President J. Reuben Clark, Jr","President J. Reuben Clark, Jr",1956,October,https://archive.org/details/conferencereport1956sa
"Second Counselor in the First Presidency MY BROTHERS AND SISTERS,...","J. Reuben Clark, Jr","President J. Reuben Clark, Jr","President J. Reuben Clark, Jr",1956,October,https://archive.org/details/conferencereport1956sa
Assistant to the Council of the Twelve Apostles MY BRETHREN...,Hugh B. Brown,Elder Hugh B. Brown,Elder Hugh B. Brown,1956,October,https://archive.org/details/conferencereport1956sa
97 because we believe that the restoration of the gospel...,Hugh B. Brown,Elder Hugh B. Brown,Elder Hugh B. Brown,1956,October,https://archive.org/details/conferencereport1956sa
"99 the Lord Jesus Christ, pursuant to John's revelation when...",Richard L. Evans,Elder Richard L. Evans,Elder Richard L. Evans,1956,October,https://archive.org/details/conferencereport1956sa
Of the Council of the Twelve Apostles President McKay and...,Richard L. Evans,Elder Richard L. Evans,Elder Richard L. Evans,1956,October,https://archive.org/details/conferencereport1956sa
101 a good many years in my life in academic...,Richard L. Evans,Elder Richard L. Evans,Elder Richard L. Evans,1956,October,https://archive.org/details/conferencereport1956sa
Of the Council of the Twelve Apostles Third Day MY...,Ezra Taft Benson,Elder Ezra Taft Benson,Elder Ezra Taft Benson,1956,October,https://archive.org/details/conferencereport1956sa
Of the Council of the Twelve Apostles Third Day MY...,Henry D. Moyle,Elder Henry D. Moyle,Elder Henry D. Moyle,1956,October,https://archive.org/details/conferencereport1956sa
113 in their hearts a testimony born of the Spirit...,Henry D. Moyle,Elder Henry D. Moyle,Elder Henry D. Moyle,1956,October,https://archive.org/details/conferencereport1956sa
Second Counselor in the Presiding Bishopric My dear brethren and...,Carl W. Buehner,Bishop Carl W. Buehner,Bishop Carl W. Buehner,1956,October,https://archive.org/details/conferencereport1956sa
Of the First Council of the Seventy MY BRETHREN AND...,Levi Edgar Young,Elder Levi Edgar Young,Elder Levi Edgar Young,1956,October,https://archive.org/details/conferencereport1956sa
"119 the higher institutions of learning in Germany, Austria, and...",Levi Edgar Young,Elder Levi Edgar Young,Elder Levi Edgar Young,1956,October,https://archive.org/details/conferencereport1956sa
Of the Council of the Twelve Apostles MY BROTHERS AND...,Delbert L. Stapley,Elder Delbert L. Stapley,Elder Delbert L. Stapley,1956,October,https://archive.org/details/conferencereport1956sa
121 taken that would impair the promise to them of...,Delbert L. Stapley,Elder Delbert L. Stapley,Elder Delbert L. Stapley,1956,October,https://archive.org/details/conferencereport1956sa
"123 deal simply in generalities and admonitions, but must relate...",Delbert L. Stapley,Elder Delbert L. Stapley,Elder Delbert L. Stapley,1956,October,https://archive.org/details/conferencereport1956sa
Assistant to the Council 1am aware that Christianity does not...,Alma Sonne,Elder Alma Sonne,Elder Alma Sonne,1956,October,https://archive.org/details/conferencereport1956sa
"know all, because tobacco does more than kill. It half-kills....",Clifford E. Young,Elder Clifford E. Young,Elder Clifford E. Young,1957,April,https://archive.org/details/conferencereport1957a
"Assistant to the Council of the Twelve Apostles 1 realize,...",Clifford E. Young,Elder Clifford E. Young,Elder Clifford E. Young,1957,April,https://archive.org/details/conferencereport1957a
11 McKay has touched on this so forcibly — what...,Clifford E. Young,Elder Clifford E. Young,Elder Clifford E. Young,1957,April,https://archive.org/details/conferencereport1957a
Of the Council of the Twelve Apostles First Day With...,Richard L. Evans,Elder Richard L. Evans,Elder Richard L. Evans,1957,April,https://archive.org/details/conferencereport1957a
13 arrogant and overly ambitious. He wanted to usurp his...,Richard L. Evans,Elder Richard L. Evans,Elder Richard L. Evans,1957,April,https://archive.org/details/conferencereport1957a
Of the Council of the Twelve Apostles I am sure...,Legrand Richards,Elder Legrand Richards,Elder Legrand Richards,1957,April,https://archive.org/details/conferencereport1957a
"15 ""I do not like the Christians,"" and I think...",Legrand Richards,Elder Legrand Richards,Elder Legrand Richards,1957,April,https://archive.org/details/conferencereport1957a
17 he went home and went to bed. He told...,Legrand Richards,Elder Legrand Richards,Elder Legrand Richards,1957,April,https://archive.org/details/conferencereport1957a
Of the Council of the Twelve Apostles This morning in...,Harold B. Lee,Elder Harold B. Lee,Elder Harold B. Lee,1957,April,https://archive.org/details/conferencereport1957a
"21 that I have, with a few observations with reference...",Harold B. Lee,Elder Harold B. Lee,Elder Harold B. Lee,1957,April,https://archive.org/details/conferencereport1957a
23 president are expected to scrutinize each applicant in order...,Harold B. Lee,Elder Harold B. Lee,Elder Harold B. Lee,1957,April,https://archive.org/details/conferencereport1957a
"25 Oh, that every father-heart in this whole Church could...",Alma Sonne,Elder Alma Sonne,Elder Alma Sonne,1957,April,https://archive.org/details/conferencereport1957a
Assistant to the Council of the Twelve Apostles IN this...,Alma Sonne,Elder Alma Sonne,Elder Alma Sonne,1957,April,https://archive.org/details/conferencereport1957a
